Date,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (60% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [a]             IUMZICQ,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [c] [a]             IUMBV34,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (85% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [a]             IUMZICR,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (90% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [c] [d] [a]             IUMB482,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (95% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [a]             IUM2WTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 3 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [d] [a]             IUMBV37,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 5 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [d] [a]             IUMBV42,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 5 year (95% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [d] [a]             IUM5WTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 10 year (75% LTV) fixed rate mortgage to households (in percent) not seasonally adjusted              [b] [a]             IUMBV45,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (75% LTV) variable rate mortgage to households (in percent) not seasonally adjusted              [b] [e] [a]             IUMBV48,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (90% LTV) variable rate mortgage to households (in percent) not seasonally adjusted              [e] [a] [f]             IUMB479,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (95% LTV) variable rate mortgage to households (in percent) not seasonally adjusted              [g] [h] [a]             IUM2WDT,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling Lifetime Tracker mortgage to households (in percent) not seasonally adjusted              [b] [i] [d] [a]             IUMBV24,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling revert-to-rate mortgage to households (in percent) not seasonally adjusted              [b] [a]             IUMTLMV,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling 2 year (75% LTV) buy to let fixed rate mortgage to households (in percent) not seasonally adjusted              [a]             IUMZID4,"Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling personal loan, £5K to households (in percent) not seasonally adjusted              [j] [a]             IUMBX67","Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling personal loan, £10K to households (in percent) not seasonally adjusted              [b] [j] [a]             IUMHPTL",Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling representative credit card lending to households (in percent) not seasonally adjusted              [b] [a]             IUMCCTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling overdrafts to households (in percent) not seasonally adjusted              [k] [a]             IUMODTL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling instant access deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [a]             IUMB6VJ,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling instant access deposits excluding unconditional bonuses from households (in percent) not seasonally adjusted              [a]             IUMB6VK,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling cash ISA deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [d] [a]             IUMB6VL,Monthly interest rate of UK monetary financial institutions (excl. Central Bank) sterling cash ISA deposits excluding unconditional bonuses from households (in percent) not seasonally adjusted              [d] [a]             IUMB6VM,Monthly interest rate of UK MFIs (excl. Central Bank) sterling one year fixed rate cash ISA deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [d] [a]             IUMB6VN,Monthly interest rate of UK MFIs (excl. Central Bank) sterling two year fixed rate cash ISA deposits including unconditional bonuses from households (in percent) not seasona              [a]             IUMZID2,Monthly interest rate of UK MFIs (excl. Central Bank) sterling one year fixed rate bond deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [b] [l] [d] [a]             IUMWTFA,Monthly interest rate of UK MFIs (excl. Central Bank) sterling two year fixed rate bond deposits including unconditional bonuses from households (in percent) not seasonally              [d] [a]             IUMB6RH,Monthly interest rate of UK MFIs (excl. Central Bank) sterling three year fixed rate bond deposits including unconditional bonuses from households (in percent) not seasonally adjusted              [a]             IUMB6RI
30-Apr-24,4.86,4.98,5.16,5.47,5.87,4.74,4.51,5.34,4.78,5.71,6.18,5.81,6.93,8,4.63,11.57,6.55,24.58,35.38,2.77,2.71,2.78,2.75,4.53,4.2,4.5,4.16,4.14
31-Mar-24,4.8,4.96,5.16,5.39,5.83,4.73,4.53,5.3,4.79,5.71,6.2,6.06,7.02,7.93,4.83,11.82,6.64,24.34,35.37,2.8,2.74,2.68,2.66,4.56,4.08,4.47,4.1,4.13
29-Feb-24,4.62,4.76,4.99,5.26,5.73,4.53,4.41,5.16,4.75,5.72,6.19,6.07,7.02,7.94,4.69,11.72,7.1,24.03,35.36,2.81,2.75,2.93,2.91,4.64,3.99,4.48,4.11,4.02
31-Jan-24,4.62,4.71,5.04,5.44,5.87,4.75,4.43,5.24,4.68,5.72,6.24,6.11,7.02,7.94,5.07,11.7,7.19,24.02,35.36,2.82,2.74,2.37,2.35,4.65,4.25,4.62,4.28,4.2
31-Dec-23,4.89,5.03,5.38,5.69,6.18,5.07,4.68,5.52,4.7,5.69,6.37,6.02,6.85,7.92,5.4,11.73,7.24,24.02,35.36,2.81,2.73,2.74,2.71,4.98,4.62,4.91,4.65,4.5
30-Nov-23,5.13,5.28,5.65,5.81,6.38,5.27,4.89,5.71,4.89,5.7,6.39,5.99,6.86,8,5.57,11.36,7.14,23.9,35.36,2.8,2.72,2.95,2.93,5.27,5.02,5.21,5.09,4.82
31-Oct-23,5.52,5.6,5.94,6.06,6.6,5.43,5.02,5.87,4.99,5.67,6.38,6.07,6.98,8.02,5.8,11.2,7.16,23.8,35.35,2.77,2.7,3.37,3.35,5.48,5.33,5.45,5.39,5.09
30-Sep-23,5.93,5.91,6.14,6.37,6.75,5.79,5.24,6.01,5.1,5.69,6.34,6.34,7.33,7.98,5.99,11.22,6.91,23.8,35.36,2.74,2.68,3.15,3.13,5.47,5.39,5.41,5.5,5.22
31-Aug-23,6.21,6.18,6.35,6.57,6.93,6.01,5.53,6.27,5.14,5.66,6.28,6.26,..,7.91,6.14,11.28,6.88,23.57,35.4,2.56,2.49,2.65,2.64,5.39,5.36,5.36,5.42,5.15
31-Jul-23,6.22,6.22,6.35,6.49,6.88,5.93,5.71,6.26,5.16,5.42,5.96,5.83,..,7.64,6.22,10.75,6.5,23.38,35.4,2.23,2.17,2.7,2.69,5.01,5.09,5.1,5.37,4.93
30-Jun-23,5.47,5.49,5.59,5.75,6.28,5.16,4.95,5.7,4.83,4.97,5.57,5.26,..,7.47,5.48,10.19,6.04,23.1,35.32,1.82,1.77,2.59,2.58,4.36,4.42,4.4,4.69,4.45
31-May-23,4.69,4.72,4.92,5.08,5.67,4.46,4.28,5.15,4.4,4.71,5.26,4.74,..,7.38,4.78,10.15,5.85,22.76,35.28,1.74,1.69,2.43,2.42,4.12,4.21,4.03,4.27,4.21
30-Apr-23,4.53,4.6,4.88,5.07,5.65,4.36,4.16,5.08,4.23,4.55,5.13,4.6,..,7.3,4.76,10.33,5.9,22.76,35.25,1.63,1.58,2.61,2.6,4.01,4.15,3.9,4.08,4.03
31-Mar-23,4.57,4.74,4.98,5.23,5.77,4.56,4.26,5.19,4.33,4.6,5,4.93,..,7.16,5.05,10.04,5.92,22.48,35.28,1.53,1.48,1.96,1.95,3.73,3.72,3.8,4.05,4.02
28-Feb-23,4.71,4.79,5.03,5.35,5.86,4.66,4.36,5.31,4.42,4.45,4.8,4.59,..,6.97,5.11,10.11,5.9,22.45,35.26,1.44,1.39,1.85,1.84,3.97,3.52,3.75,3.98,3.89
31-Jan-23,5.01,5.14,5.26,5.66,6.02,4.88,4.66,5.56,4.86,4.08,4.39,4.3,..,6.61,5.34,10.16,5.91,22.42,35.24,1.24,1.21,1.73,1.72,3.8,3.86,3.73,4.01,3.99
31-Dec-22,5.33,5.43,5.57,6,6.3,5.28,5.05,5.87,5,4.14,4.28,4.08,..,6.42,5.68,10.19,6.01,22.48,35.26,1.2,1.17,1.9,1.89,3.48,3.79,3.64,3.86,4.09
30-Nov-22,5.82,5.98,6.11,6.28,6.59,5.63,5.5,6.2,5.33,3.96,3.84,3.74,..,5.87,6,10.04,5.86,21.96,35.28,0.99,0.96,1.76,1.73,3.18,3.49,3.42,3.87,4.47
31-Oct-22,5.94,5.99,6.17,6.2,6.42,5.9,5.61,6.12,5.21,3.24,3.4,3.41,..,5.42,5.87,9.38,5.22,21.83,35.27,0.92,0.89,1.7,1.69,3.35,3.62,3.09,3.63,4.17
30-Sep-22,4.21,4.17,4.37,4.48,4.67,4.45,3.97,4.54,4.17,2.78,3.3,3.56,..,5.1,4.12,8.4,4.36,21.89,35.28,0.64,0.6,1.44,1.43,2.62,2.65,2.37,2.63,3.01
31-Aug-22,3.51,3.6,3.69,3.93,4.14,3.75,3.61,4.17,3.75,2.33,2.8,3.04,..,4.88,3.52,8.32,4.34,21.8,35.29,0.47,0.44,0.81,0.81,2.13,2.07,1.48,2.11,2.52
31-Jul-22,3.43,3.48,3.48,3.69,3.96,3.32,3.43,4,3.57,2.23,2.53,2.87,..,4.55,3.37,8.29,4.18,21.66,35.29,0.42,0.4,0.68,0.68,1.8,1.93,1.24,2.1,2.5
30-Jun-22,2.87,2.87,2.95,3.15,3.48,2.98,2.9,3.51,3.17,2.45,2.53,2.98,..,4.39,2.85,8.2,4.13,21.43,35.28,0.31,0.29,0.62,0.62,1.72,1.56,1.09,1.81,2.24
31-May-22,2.55,2.63,2.72,2.85,3.2,2.56,2.62,3.26,2.78,2.39,2.44,2.86,..,4.26,2.64,8.14,4.02,21.38,35.24,0.26,0.24,0.51,0.5,1.43,1.31,0.88,1.42,1.85
30-Apr-22,2.25,2.35,2.46,2.58,2.95,2.26,2.35,3.11,2.64,2.32,2.35,2.74,..,4.11,2.43,8.32,4,21.41,34.12,0.22,0.21,0.48,0.48,0.96,1.19,0.68,1.45,1.7
31-Mar-22,2.01,2.14,2.22,2.38,2.8,2.03,2.11,3.08,2.5,2.01,2.42,2.86,..,3.99,2.12,7.92,3.89,21.42,33.99,0.15,0.15,0.47,0.47,0.81,1.04,0.57,1.1,1.28
28-Feb-22,1.65,1.78,1.87,2.03,2.72,1.79,1.79,3.05,2.24,1.75,2.34,2.82,..,3.84,1.78,7.73,3.84,21.44,33.95,0.12,0.11,0.31,0.31,0.69,0.6,0.44,1.17,1.2
31-Jan-22,1.42,1.64,1.74,1.95,2.73,1.63,1.63,3.07,2.34,1.51,2.4,2.93,..,3.67,1.7,7.82,3.94,21.43,33.84,0.11,0.11,0.31,0.31,0.54,0.52,0.36,0.54,1.02
31-Dec-21,1.39,1.57,1.71,1.95,2.77,1.39,1.59,3.11,2.44,1.65,2.45,3.18,..,3.61,1.7,7.96,3.96,21.42,33.93,0.11,0.11,0.19,0.19,0.43,0.32,0.31,0.54,0.84
30-Nov-21,1.35,1.53,1.74,2.02,2.91,1.38,1.52,3.2,2.5,1.69,2.52,3.25,..,3.59,1.67,7.76,3.87,21.42,33.89,0.11,0.1,0.21,0.21,0.46,0.35,0.28,0.46,0.76
31-Oct-21,1.13,1.29,1.68,2.04,2.98,1.12,1.3,3.28,2.53,1.79,2.62,3.34,..,3.6,1.65,7.74,3.89,21.48,33.83,0.11,0.11,0.17,0.17,0.41,0.34,0.27,0.41,0.73
30-Sep-21,1.13,1.2,1.8,2.16,3.22,1.18,1.28,3.46,2.59,1.88,2.82,3.58,2.59,3.61,1.75,7.74,3.85,21.45,33.84,0.11,0.1,0.17,0.16,0.38,0.34,0.28,0.46,0.9
31-Aug-21,1.1,1.23,1.99,2.48,3.43,1.39,1.39,3.63,2.59,1.93,2.82,3.41,2.59,3.61,1.79,7.96,3.99,21.45,33.77,0.09,0.08,0.17,0.16,0.35,0.3,0.26,0.39,0.8
31-Jul-21,1.16,1.29,2.16,2.79,3.53,1.51,1.45,3.77,2.58,1.99,2.82,3.47,2.59,3.61,1.86,8.02,3.8,21.49,33.75,0.08,0.07,0.16,0.15,0.29,0.2,0.26,0.37,0.69
30-Jun-21,1.17,1.39,2.37,3.09,3.74,1.66,1.6,3.91,2.59,2.24,2.87,3.57,2.59,3.61,1.96,7.95,3.6,21.49,33.68,0.07,0.06,0.19,0.19,0.33,0.18,0.24,0.33,0.62
31-May-21,1.21,1.47,2.51,3.31,3.88,1.71,1.68,4.02,2.59,2.14,2.88,3.57,0,3.61,2,8.07,3.63,21.49,33.54,0.06,0.06,0.24,0.24,0.33,0.28,0.24,0.31,0.6
30-Apr-21,1.24,1.49,2.56,3.38,4.01,1.71,1.71,4.11,2.59,2.14,2.91,3.57,2.59,3.61,2.01,8.02,3.66,21.3,33.59,0.06,0.06,0.17,0.17,0.3,0.27,0.24,0.31,0.58
31-Mar-21,1.29,1.56,2.65,3.38,4.16,1.71,1.74,4.3,2.55,1.91,3.03,3.59,..,3.62,2.03,8.12,3.7,21.15,33.56,0.07,0.06,0.13,0.13,0.35,0.32,0.23,0.32,0.57
28-Feb-21,1.3,1.61,2.73,3.49,4.1,1.75,1.8,4.41,2.55,1.95,3.17,3.56,..,3.62,2.03,8.1,3.73,21.02,33.47,0.06,0.06,0.33,0.33,0.35,0.3,0.26,0.35,0.6
31-Jan-21,1.33,1.75,2.91,3.63,4.16,2.1,1.92,4.41,2.54,2.04,3.31,3.59,..,3.62,2.03,8.07,3.69,20.99,33.37,0.06,0.06,0.35,0.35,0.43,0.36,0.28,0.39,0.57
31-Dec-20,1.35,1.86,3.02,3.75,4.2,2.04,2,4.37,2.53,2.19,3.31,3.66,2.59,3.62,2.05,8.16,3.64,20.9,33.32,0.06,0.06,0.32,0.32,0.46,0.38,0.29,0.43,0.58
30-Nov-20,1.4,1.92,3.06,3.72,4.2,2.05,2.05,4.37,2.52,2.14,3.29,3.66,2.59,3.62,1.94,8.17,3.6,20.92,33.33,0.07,0.06,0.35,0.35,0.76,0.4,0.36,0.47,0.69
31-Oct-20,1.49,1.94,3,3.52,4.13,2.01,2.05,4.21,2.46,2.08,3.26,3.66,2.59,3.64,1.89,8.08,3.5,20.91,33.43,0.08,0.07,0.26,0.26,0.54,0.47,0.41,0.52,0.77
30-Sep-20,1.46,1.75,2.55,3.29,3.95,1.88,1.92,4.23,2.39,1.63,2.89,3.61,2.59,3.65,1.88,7.99,3.37,20.72,31.59,0.07,0.07,0.22,0.22,0.56,0.38,0.46,0.46,0.74
31-Aug-20,1.41,1.6,2.27,2.78,3.78,1.83,1.79,4.07,2.32,1.6,2.72,3.48,2.59,3.65,1.88,7.97,3.41,20.56,31.91,0.07,0.06,0.21,0.2,0.56,0.37,0.44,0.55,0.71
31-Jul-20,1.32,1.45,2.01,2.5,2.58,1.67,1.7,4.04,2.32,1.74,2.74,3.13,2.59,3.66,1.85,7.84,3.43,20.56,31.75,0.09,0.09,0.22,0.22,0.56,0.41,0.45,0.61,0.76
30-Jun-20,1.3,1.41,1.84,2.19,2.72,1.62,1.69,3.77,2.4,1.66,2.35,3.14,..,3.65,1.85,7.87,3.51,20.54,31.63,0.16,0.16,0.38,0.38,0.71,0.43,0.51,0.68,0.84
31-May-20,1.32,1.42,1.76,1.96,3.17,1.64,1.7,3.49,2.4,1.59,2.81,3.18,..,3.65,1.83,8.04,3.54,20.58,31.53,0.23,0.21,0.57,0.57,0.98,0.82,0.63,0.76,0.95
30-Apr-20,1.32,1.38,1.64,1.89,3.07,1.59,1.67,3.39,2.42,1.87,3.11,3.04,..,3.66,1.78,7.83,3.44,20.63,30.47,0.28,0.26,0.52,0.51,1.04,0.81,0.69,0.78,1.02
31-Mar-20,1.31,1.4,1.69,1.94,3.02,1.56,1.66,3.29,2.36,2.37,2.88,2.89,2.19,4.1,1.83,7.91,3.56,20.78,24.21,0.39,0.36,0.54,0.53,1.27,0.95,0.97,1.04,1.24
29-Feb-20,1.3,1.4,1.69,1.97,3.02,1.56,1.67,3.28,2.38,2.31,2.81,2.95,2.5,4.26,1.83,7.87,3.59,20.77,20.99,0.41,0.39,0.56,0.55,1.21,0.93,0.97,1.06,1.35
31-Jan-20,1.3,1.41,1.69,2.05,3.02,1.57,1.68,3.34,2.42,1.97,2.86,3.01,2.5,4.27,1.88,7.7,3.58,20.77,21.09,0.41,0.39,0.6,0.59,1.22,1.04,0.97,1.04,1.35
31-Dec-19,1.3,1.42,1.7,2.07,3,1.54,1.67,3.37,2.47,1.94,2.91,3.03,2.53,4.27,1.93,7.92,3.6,20.77,21.24,0.41,0.4,0.57,0.57,1.23,0.9,1.03,1.07,1.35
30-Nov-19,1.29,1.41,1.71,2.08,2.99,1.57,1.67,3.37,2.49,1.9,2.91,3.08,2.57,4.27,1.94,7.93,3.61,20.33,19.24,0.43,0.41,0.53,0.53,1.29,0.85,1.03,1.06,1.36
31-Oct-19,1.31,1.47,1.73,2.07,2.99,1.62,1.71,3.38,2.51,1.95,2.9,3.07,2.56,4.27,1.96,7.88,3.65,19.62,18.62,0.43,0.43,0.87,0.86,1.3,0.94,1.01,1.04,1.38
30-Sep-19,1.38,1.55,1.76,2.09,2.99,1.66,1.79,3.37,2.58,2.03,3.03,2.98,2.56,4.29,2.04,7.8,3.61,20.01,18.61,0.43,0.42,0.93,0.92,1.27,0.94,1.03,1.13,1.41
31-Aug-19,1.44,1.59,1.79,2.1,2.96,1.73,1.89,3.39,2.58,2.03,3.03,2.93,2.56,4.29,2.13,7.88,3.62,20.01,18.59,0.43,0.42,0.89,0.88,1.24,1.09,1.02,1.13,1.48
31-Jul-19,1.49,1.61,1.8,2.15,2.96,1.74,1.93,3.39,2.57,2.03,3.03,2.68,2.56,4.29,2.19,7.82,3.61,20.01,18.58,0.44,0.41,0.87,0.87,1.23,1.09,1.04,1.15,1.5
30-Jun-19,1.56,1.64,1.8,2.18,2.95,1.77,1.97,3.44,2.59,1.6,2.21,2.95,2.62,4.29,2.29,7.9,3.65,19.99,18.55,0.44,0.42,0.95,0.93,1.25,1.3,1.03,1.2,1.49
31-May-19,1.56,1.65,1.81,2.19,2.93,1.79,1.99,3.46,2.57,1.6,2.21,2.95,2.63,4.29,2.28,7.83,3.65,20,18.53,0.45,0.43,0.85,0.8,1.21,1.36,0.93,1.25,1.46
30-Apr-19,1.6,1.66,1.83,2.15,2.92,1.79,2,3.46,2.55,1.62,2.21,2.95,2.63,4.31,2.29,7.74,3.64,19.92,18.52,0.45,0.44,0.86,0.83,1.35,1.31,0.99,1.29,1.55
